Time, ProductionCenter, WorkersCount, BufferCount
148.0, Производственный центр №5, 0, 7
149.0, Производственный центр №1, 2, 373
149.0, Производственный центр №2, 2, 2
149.0, Производственный центр №3, 2, 3
149.0, Производственный центр №4, 0, 4
149.0, Производственный центр №5, 0, 5
150.0, Производственный центр №1, 2, 372
150.0, Производственный центр №2, 1, 2
150.0, Производственный центр №3, 0, 1
150.0, Производственный центр №4, 3, 4
150.0, Производственный центр №5, 0, 8
151.0, Производственный центр №1, 2, 371
151.0, Производственный центр №2, 0, 2
151.0, Производственный центр №3, 0, 1
151.0, Производственный центр №4, 3, 5
151.0, Производственный центр №5, 1, 6
152.0, Производственный центр №1, 2, 370
152.0, Производственный центр №2, 2, 3
152.0, Производственный центр №3, 0, 1
152.0, Производственный центр №4, 2, 3
152.0, Производственный центр №5, 0, 8
153.0, Производственный центр №1, 2, 370
153.0, Производственный центр №2, 2, 2
153.0, Производственный центр №3, 0, 2
153.0, Производственный центр №4, 0, 3
153.0, Производственный центр №5, 2, 6
154.0, Производственный центр №1, 2, 368
154.0, Производственный центр №2, 0, 1
154.0, Производственный центр №3, 2, 3
154.0, Производственный центр №4, 2, 5
154.0, Производственный центр №5, 0, 4
155.0, Производственный центр №1, 2, 368
155.0, Производственный центр №2, 0, 1
155.0, Производственный центр №3, 2, 3
155.0, Производственный центр №4, 2, 4
155.0, Производственный центр №5, 0, 5
156.0, Производственный центр №1, 2, 368
156.0, Производственный центр №2, 0, 1
156.0, Производственный центр №3, 2, 3
156.0, Производственный центр №4, 2, 3
156.0, Производственный центр №5, 0, 6
157.0, Производственный центр №1, 2, 366
157.0, Производственный центр №2, 2, 3
157.0, Производственный центр №3, 0, 1
157.0, Производственный центр №4, 0, 3
157.0, Производственный центр №5, 2, 6
158.0, Производственный центр №1, 2, 366
158.0, Производственный центр №2, 2, 3
158.0, Производственный центр №3, 0, 1
158.0, Производственный центр №4, 0, 3
158.0, Производственный центр №5, 2, 4
159.0, Производственный центр №1, 2, 365
159.0, Производственный центр №2, 2, 3
159.0, Производственный центр №3, 0, 1
159.0, Производственный центр №4, 2, 2
159.0, Производственный центр №5, 0, 6
160.0, Производственный центр №1, 2, 364
160.0, Производственный центр №2, 2, 2
160.0, Производственный центр №3, 2, 2
160.0, Производственный центр №4, 0, 3
160.0, Производственный центр №5, 0, 4
161.0, Производственный центр №1, 2, 363
161.0, Производственный центр №2, 2, 1
161.0, Производственный центр №3, 2, 3
161.0, Производственный центр №4, 0, 4
161.0, Производственный центр №5, 0, 4
162.0, Производственный центр №1, 2, 362
162.0, Производственный центр №2, 0, 2
162.0, Производственный центр №3, 2, 3
162.0, Производственный центр №4, 2, 4
162.0, Производственный центр №5, 0, 4
163.0, Производственный центр №1, 2, 361
163.0, Производственный центр №2, 2, 2
163.0, Производственный центр №3, 0, 1
163.0, Производственный центр №4, 2, 3
163.0, Производственный центр №5, 0, 8
164.0, Производственный центр №1, 2, 360
164.0, Производственный центр №2, 2, 2
164.0, Производственный центр №3, 0, 1
164.0, Производственный центр №4, 0, 4
164.0, Производственный центр №5, 2, 6
165.0, Производственный центр №1, 2, 359
165.0, Производственный центр №2, 2, 2
165.0, Производственный центр №3, 0, 1
165.0, Производственный центр №4, 2, 5
165.0, Производственный центр №5, 0, 6
166.0, Производственный центр №1, 2, 358
166.0, Производственный центр №2, 2, 2
166.0, Производственный центр №3, 0, 2
166.0, Производственный центр №4, 2, 3
166.0, Производственный центр №5, 0, 8
167.0, Производственный центр №1, 2, 358
167.0, Производственный центр №2, 2, 2
167.0, Производственный центр №3, 0, 2
167.0, Производственный центр №4, 0, 3
167.0, Производственный центр №5, 2, 6
168.0, Производственный центр №1, 2, 356
168.0, Производственный центр №2, 1, 2
168.0, Производственный центр №3, 0, 2
168.0, Производственный центр №4, 3, 5
168.0, Производственный центр №5, 0, 4
169.0, Производственный центр №1, 2, 356
169.0, Производственный центр №2, 1, 1
169.0, Производственный центр №3, 0, 3
169.0, Производственный центр №4, 3, 5
169.0, Производственный центр №5, 0, 4
170.0, Производственный центр №1, 2, 356
170.0, Производственный центр №2, 0, 1
170.0, Производственный центр №3, 2, 3
170.0, Производственный центр №4, 2, 3
170.0, Производственный центр №5, 0, 6
171.0, Производственный центр №1, 2, 354
171.0, Производственный центр №2, 2, 3
171.0, Производственный центр №3, 2, 3
171.0, Производственный центр №4, 0, 3
171.0, Производственный центр №5, 0, 4
172.0, Производственный центр №1, 2, 354
172.0, Производственный центр №2, 2, 3
172.0, Производственный центр №3, 2, 1
172.0, Производственный центр №4, 0, 3
172.0, Производственный центр №5, 0, 6
173.0, Производственный центр №1, 2, 353
173.0, Производственный центр №2, 2, 3
173.0, Производственный центр №3, 0, 1
173.0, Производственный центр №4, 2, 4
173.0, Производственный центр №5, 0, 4
174.0, Производственный центр №1, 2, 352
174.0, Производственный центр №2, 2, 3
174.0, Производственный центр №3, 0, 1
174.0, Производственный центр №4, 2, 5
174.0, Производственный центр №5, 0, 4
175.0, Производственный центр №1, 2, 351
175.0, Производственный центр №2, 0, 1
175.0, Производственный центр №3, 2, 3
175.0, Производственный центр №4, 2, 4
175.0, Производственный центр №5, 0, 6
176.0, Производственный центр №1, 2, 350
176.0, Производственный центр №2, 2, 2
176.0, Производственный центр №3, 2, 3
176.0, Производственный центр №4, 0, 3
176.0, Производственный центр №5, 0, 7
177.0, Производственный центр №1, 2, 349
177.0, Производственный центр №2, 2, 2
177.0, Производственный центр №3, 2, 3
177.0, Производственный центр №4, 0, 4
177.0, Производственный центр №5, 0, 5
178.0, Производственный центр №1, 2, 348
178.0, Производственный центр №2, 1, 2
178.0, Производственный центр №3, 0, 1
178.0, Производственный центр №4, 3, 4
178.0, Производственный центр №5, 0, 8
179.0, Производственный центр №1, 2, 347
179.0, Производственный центр №2, 0, 2
179.0, Производственный центр №3, 0, 1
179.0, Производственный центр №4, 3, 5
179.0, Производственный центр №5, 1, 6
180.0, Производственный центр №1, 2, 346
180.0, Производственный центр №2, 2, 3
180.0, Производственный центр №3, 0, 1
180.0, Производственный центр №4, 2, 3
180.0, Производственный центр №5, 0, 8
181.0, Производственный центр №1, 2, 346
181.0, Производственный центр №2, 2, 2
181.0, Производственный центр №3, 0, 2
181.0, Производственный центр №4, 0, 3
181.0, Производственный центр №5, 2, 6
182.0, Производственный центр №1, 2, 344
182.0, Производственный центр №2, 0, 1
182.0, Производственный центр №3, 2, 3
182.0, Производственный центр №4, 2, 5
182.0, Производственный центр №5, 0, 4
183.0, Производственный центр №1, 2, 344
183.0, Производственный центр №2, 0, 1
183.0, Производственный центр №3, 2, 3
183.0, Производственный центр №4, 2, 4
183.0, Производственный центр №5, 0, 5
184.0, Производственный центр №1, 2, 344
184.0, Производственный центр №2, 0, 1
184.0, Производственный центр №3, 2, 3
184.0, Производственный центр №4, 2, 3
184.0, Производственный центр №5, 0, 6
185.0, Производственный центр №1, 2, 342
185.0, Производственный центр №2, 2, 3
185.0, Производственный центр №3, 0, 1
185.0, Производственный центр №4, 0, 3
185.0, Производственный центр №5, 2, 6
186.0, Производственный центр №1, 2, 342
186.0, Производственный центр №2, 2, 3
186.0, Производственный центр №3, 0, 1
186.0, Производственный центр №4, 0, 3
186.0, Производственный центр №5, 2, 4
187.0, Производственный центр №1, 2, 341
187.0, Производственный центр №2, 2, 3
187.0, Производственный центр №3, 0, 1
187.0, Производственный центр №4, 2, 2
187.0, Производственный центр №5, 0, 6
188.0, Производственный центр №1, 2, 340
188.0, Производственный центр №2, 2, 2
188.0, Производственный центр №3, 2, 2
188.0, Производственный центр №4, 0, 3
188.0, Производственный центр №5, 0, 4
189.0, Производственный центр №1, 2, 339
189.0, Производственный центр №2, 2, 1
189.0, Производственный центр №3, 2, 3
189.0, Производственный центр №4, 0, 4
189.0, Производственный центр №5, 0, 4
190.0, Производственный центр №1, 2, 338
190.0, Производственный центр №2, 0, 2
190.0, Производственный центр №3, 2, 3
190.0, Производственный центр №4, 2, 4
190.0, Производственный центр №5, 0, 4
191.0, Производственный центр №1, 2, 337
191.0, Производственный центр №2, 2, 2
191.0, Производственный центр №3, 0, 1
191.0, Производственный центр №4, 2, 3
191.0, Производственный центр №5, 0, 8
192.0, Производственный центр №1, 2, 336
192.0, Производственный центр №2, 2, 2
192.0, Производственный центр №3, 0, 1
192.0, Производственный центр №4, 0, 4
192.0, Производственный центр №5, 2, 6
193.0, Производственный центр №1, 2, 335
193.0, Производственный центр №2, 2, 2
193.0, Производственный центр №3, 0, 1
193.0, Производственный центр №4, 2, 5
193.0, Производственный центр №5, 0, 6
194.0, Производственный центр №1, 2, 334
194.0, Производственный центр №2, 2, 2
194.0, Производственный центр №3, 0, 2
194.0, Производственный центр №4, 2, 3
194.0, Производственный центр №5, 0, 8
195.0, Производственный центр №1, 2, 334
195.0, Производственный центр №2, 2, 2
195.0, Производственный центр №3, 0, 2
195.0, Производственный центр №4, 0, 3
195.0, Производственный центр №5, 2, 6
196.0, Производственный центр №1, 2, 332
196.0, Производственный центр №2, 1, 2
196.0, Производственный центр №3, 0, 2
196.0, Производственный центр №4, 3, 5
196.0, Производственный центр №5, 0, 4
197.0, Производственный центр №1, 2, 332
197.0, Производственный центр №2, 1, 1
197.0, Производственный центр №3, 0, 3
197.0, Производственный центр №4, 3, 5
197.0, Производственный центр №5, 0, 4
198.0, Производственный центр №1, 2, 332
198.0, Производственный центр №2, 0, 1
198.0, Производственный центр №3, 2, 3
198.0, Производственный центр №4, 2, 3
198.0, Производственный центр №5, 0, 6
199.0, Производственный центр №1, 2, 330
199.0, Производственный центр №2, 2, 3
199.0, Производственный центр №3, 2, 3
199.0, Производственный центр №4, 0, 3
199.0, Производственный центр №5, 0, 4
200.0, Производственный центр №1, 2, 330
200.0, Производственный центр №2, 2, 3
200.0, Производственный центр №3, 2, 1
200.0, Производственный центр №4, 0, 3
200.0, Производственный центр №5, 0, 6
201.0, Производственный центр №1, 2, 329
201.0, Производственный центр №2, 2, 3
201.0, Производственный центр №3, 0, 1
201.0, Производственный центр №4, 2, 4
201.0, Производственный центр №5, 0, 4
202.0, Производственный центр №1, 2, 328
202.0, Производственный центр №2, 2, 3
202.0, Производственный центр №3, 0, 1
202.0, Производственный центр №4, 2, 5
202.0, Производственный центр №5, 0, 4
203.0, Производственный центр №1, 2, 327
203.0, Производственный центр №2, 0, 1
203.0, Производственный центр №3, 2, 3
203.0, Производственный центр №4, 2, 4
203.0, Производственный центр №5, 0, 6
204.0, Производственный центр №1, 2, 326
204.0, Производственный центр №2, 2, 2
204.0, Производственный центр №3, 2, 3
204.0, Производственный центр №4, 0, 3
204.0, Производственный центр №5, 0, 7
205.0, Производственный центр №1, 2, 325
205.0, Производственный центр №2, 2, 2
205.0, Производственный центр №3, 2, 3
205.0, Производственный центр №4, 0, 4
205.0, Производственный центр №5, 0, 5
206.0, Производственный центр №1, 2, 324
206.0, Производственный центр №2, 1, 2
206.0, Производственный центр №3, 0, 1
206.0, Производственный центр №4, 3, 4
206.0, Производственный центр №5, 0, 8
207.0, Производственный центр №1, 2, 323
207.0, Производственный центр №2, 0, 2
207.0, Производственный центр №3, 0, 1
207.0, Производственный центр №4, 3, 5
207.0, Производственный центр №5, 1, 6
208.0, Производственный центр №1, 2, 322
208.0, Производственный центр №2, 2, 3
208.0, Производственный центр №3, 0, 1
208.0, Производственный центр №4, 2, 3
208.0, Производственный центр №5, 0, 8
209.0, Производственный центр №1, 2, 322
209.0, Производственный центр №2, 2, 2
209.0, Производственный центр №3, 0, 2
209.0, Производственный центр №4, 0, 3
209.0, Производственный центр №5, 2, 6
210.0, Производственный центр №1, 2, 320
210.0, Производственный центр №2, 0, 1
210.0, Производственный центр №3, 2, 3
210.0, Производственный центр №4, 2, 5
210.0, Производственный центр №5, 0, 4
211.0, Производственный центр №1, 2, 320
211.0, Производственный центр №2, 0, 1
211.0, Производственный центр №3, 2, 3
211.0, Производственный центр №4, 2, 4
211.0, Производственный центр №5, 0, 5
212.0, Производственный центр №1, 2, 320
212.0, Производственный центр №2, 0, 1
212.0, Производственный центр №3, 2, 3
212.0, Производственный центр №4, 2, 3
212.0, Производственный центр №5, 0, 6
213.0, Производственный центр №1, 2, 318
213.0, Производственный центр №2, 2, 3
213.0, Производственный центр №3, 0, 1
213.0, Производственный центр №4, 0, 3
213.0, Производственный центр №5, 2, 6
214.0, Производственный центр №1, 2, 318
214.0, Производственный центр №2, 2, 3
214.0, Производственный центр №3, 0, 1
214.0, Производственный центр №4, 0, 3
214.0, Производственный центр №5, 2, 4
215.0, Производственный центр №1, 2, 317
215.0, Производственный центр №2, 2, 3
215.0, Производственный центр №3, 0, 1
215.0, Производственный центр №4, 2, 2
215.0, Производственный центр №5, 0, 6
216.0, Производственный центр №1, 2, 316
216.0, Производственный центр №2, 2, 2
216.0, Производственный центр №3, 2, 2
216.0, Производственный центр №4, 0, 3
216.0, Производственный центр №5, 0, 4
217.0, Производственный центр №1, 2, 315
217.0, Производственный центр №2, 2, 1
217.0, Производственный центр №3, 2, 3
217.0, Производственный центр №4, 0, 4
217.0, Производственный центр №5, 0, 4
218.0, Производственный центр №1, 2, 314
218.0, Производственный центр №2, 0, 2
218.0, Производственный центр №3, 2, 3
218.0, Производственный центр №4, 2, 4
218.0, Производственный центр №5, 0, 4
219.0, Производственный центр №1, 2, 313
219.0, Производственный центр №2, 2, 2
219.0, Производственный центр №3, 0, 1
219.0, Производственный центр №4, 2, 3
219.0, Производственный центр №5, 0, 8
220.0, Производственный центр №1, 2, 312
220.0, Производственный центр №2, 2, 2
220.0, Производственный центр №3, 0, 1
220.0, Производственный центр №4, 0, 4
220.0, Производственный центр №5, 2, 6
221.0, Производственный центр №1, 2, 311
221.0, Производственный центр №2, 2, 2
221.0, Производственный центр №3, 0, 1
221.0, Производственный центр №4, 2, 5
221.0, Производственный центр №5, 0, 6
222.0, Производственный центр №1, 2, 310
222.0, Производственный центр №2, 2, 2
222.0, Производственный центр №3, 0, 2
222.0, Производственный центр №4, 2, 3
222.0, Производственный центр №5, 0, 8
223.0, Производственный центр №1, 2, 310
223.0, Производственный центр №2, 2, 2
223.0, Производственный центр №3, 0, 2
223.0, Производственный центр №4, 0, 3
223.0, Производственный центр №5, 2, 6
224.0, Производственный центр №1, 2, 308
224.0, Производственный центр №2, 1, 2
224.0, Производственный центр №3, 0, 2
224.0, Производственный центр №4, 3, 5
224.0, Производственный центр №5, 0, 4
225.0, Производственный центр №1, 2, 308
225.0, Производственный центр №2, 1, 1
225.0, Производственный центр №3, 0, 3
225.0, Производственный центр №4, 3, 5
225.0, Производственный центр №5, 0, 4
226.0, Производственный центр №1, 2, 308
226.0, Производственный центр №2, 0, 1
226.0, Производственный центр №3, 2, 3
226.0, Производственный центр №4, 2, 3
226.0, Производственный центр №5, 0, 6
227.0, Производственный центр №1, 2, 306
227.0, Производственный центр №2, 2, 3
227.0, Производственный центр №3, 2, 3
227.0, Производственный центр №4, 0, 3
227.0, Производственный центр №5, 0, 4
228.0, Производственный центр №1, 2, 306
228.0, Производственный центр №2, 2, 3
228.0, Производственный центр №3, 2, 1
228.0, Производственный центр №4, 0, 3
228.0, Производственный центр №5, 0, 6
229.0, Производственный центр №1, 2, 305
229.0, Производственный центр №2, 2, 3
229.0, Производственный центр №3, 0, 1
229.0, Производственный центр №4, 2, 4
229.0, Производственный центр №5, 0, 4
230.0, Производственный центр №1, 2, 304
230.0, Производственный центр №2, 2, 3
230.0, Производственный центр №3, 0, 1
230.0, Производственный центр №4, 2, 5
230.0, Производственный центр №5, 0, 4
231.0, Производственный центр №1, 2, 303
231.0, Производственный центр №2, 0, 1
231.0, Производственный центр №3, 2, 3
231.0, Производственный центр №4, 2, 4
231.0, Производственный центр №5, 0, 6
232.0, Производственный центр №1, 2, 302
232.0, Производственный центр №2, 2, 2
232.0, Производственный центр №3, 2, 3
232.0, Производственный центр №4, 0, 3
232.0, Производственный центр №5, 0, 7
233.0, Производственный центр №1, 2, 301
233.0, Производственный центр №2, 2, 2
233.0, Производственный центр №3, 2, 3
233.0, Производственный центр №4, 0, 4
233.0, Производственный центр №5, 0, 5
234.0, Производственный центр №1, 2, 300
234.0, Производственный центр №2, 1, 2
234.0, Производственный центр №3, 0, 1
234.0, Производственный центр №4, 3, 4
234.0, Производственный центр №5, 0, 8
235.0, Производственный центр №1, 2, 299
235.0, Производственный центр №2, 0, 2
235.0, Производственный центр №3, 0, 1
235.0, Производственный центр №4, 3, 5
235.0, Производственный центр №5, 1, 6
236.0, Производственный центр №1, 2, 298
236.0, Производственный центр №2, 2, 3
236.0, Производственный центр №3, 0, 1
236.0, Производственный центр №4, 2, 3
236.0, Производственный центр №5, 0, 8
237.0, Производственный центр №1, 2, 298
237.0, Производственный центр №2, 2, 2
237.0, Производственный центр №3, 0, 2
237.0, Производственный центр №4, 0, 3
237.0, Производственный центр №5, 2, 6
238.0, Производственный центр №1, 2, 296
238.0, Производственный центр №2, 0, 1
238.0, Производственный центр №3, 2, 3
238.0, Производственный центр №4, 2, 5
238.0, Производственный центр №5, 0, 4
239.0, Производственный центр №1, 2, 296
239.0, Производственный центр №2, 0, 1
239.0, Производственный центр №3, 2, 3
239.0, Производственный центр №4, 2, 4
239.0, Производственный центр №5, 0, 5
240.0, Производственный центр №1, 2, 296
240.0, Производственный центр №2, 0, 1
240.0, Производственный центр №3, 2, 3
240.0, Производственный центр №4, 2, 3
240.0, Производственный центр №5, 0, 6
241.0, Производственный центр №1, 2, 294
241.0, Производственный центр №2, 2, 3
241.0, Производственный центр №3, 0, 1
241.0, Производственный центр №4, 0, 3
241.0, Производственный центр №5, 2, 6
242.0, Производственный центр №1, 2, 294
242.0, Производственный центр №2, 2, 3
242.0, Производственный центр №3, 0, 1
242.0, Производственный центр №4, 0, 3
242.0, Производственный центр №5, 2, 4
243.0, Производственный центр №1, 2, 293
243.0, Производственный центр №2, 2, 3
243.0, Производственный центр №3, 0, 1
243.0, Производственный центр №4, 2, 2
243.0, Производственный центр №5, 0, 6
244.0, Производственный центр №1, 2, 292
244.0, Производственный центр №2, 2, 2
244.0, Производственный центр №3, 2, 2
244.0, Производственный центр №4, 0, 3
244.0, Производственный центр №5, 0, 4
245.0, Производственный центр №1, 2, 291
245.0, Производственный центр №2, 2, 1
245.0, Производственный центр №3, 2, 3
245.0, Производственный центр №4, 0, 4
245.0, Производственный центр №5, 0, 4
246.0, Производственный центр №1, 2, 290
246.0, Производственный центр №2, 0, 2
246.0, Производственный центр №3, 2, 3
246.0, Производственный центр №4, 2, 4
246.0, Производственный центр №5, 0, 4
247.0, Производственный центр №1, 2, 289
247.0, Производственный центр №2, 2, 2
247.0, Производственный центр №3, 0, 1
247.0, Производственный центр №4, 2, 3
247.0, Производственный центр №5, 0, 8
248.0, Производственный центр №1, 2, 288
248.0, Производственный центр №2, 2, 2
248.0, Производственный центр №3, 0, 1
248.0, Производственный центр №4, 0, 4
248.0, Производственный центр №5, 2, 6
249.0, Производственный центр №1, 2, 287
249.0, Производственный центр №2, 2, 2
249.0, Производственный центр №3, 0, 1
249.0, Производственный центр №4, 2, 5
249.0, Производственный центр №5, 0, 6
250.0, Производственный центр №1, 2, 286
250.0, Производственный центр №2, 2, 2
250.0, Производственный центр №3, 0, 2
250.0, Производственный центр №4, 2, 3
250.0, Производственный центр №5, 0, 8
251.0, Производственный центр №1, 2, 286
251.0, Производственный центр №2, 2, 2
251.0, Производственный центр №3, 0, 2
251.0, Производственный центр №4, 0, 3
251.0, Производственный центр №5, 2, 6
252.0, Производственный центр №1, 2, 284
252.0, Производственный центр №2, 1, 2
252.0, Производственный центр №3, 0, 2
252.0, Производственный центр №4, 3, 5
252.0, Производственный центр №5, 0, 4
253.0, Производственный центр №1, 2, 284
253.0, Производственный центр №2, 1, 1
253.0, Производственный центр №3, 0, 3
253.0, Производственный центр №4, 3, 5
253.0, Производственный центр №5, 0, 4
254.0, Производственный центр №1, 2, 284
254.0, Производственный центр №2, 0, 1
254.0, Производственный центр №3, 2, 3
254.0, Производственный центр №4, 2, 3
254.0, Производственный центр №5, 0, 6
255.0, Производственный центр №1, 2, 282
255.0, Производственный центр №2, 2, 3
255.0, Производственный центр №3, 2, 3
255.0, Производственный центр №4, 0, 3
255.0, Производственный центр №5, 0, 4
256.0, Производственный центр №1, 2, 282
256.0, Производственный центр №2, 2, 3
256.0, Производственный центр №3, 2, 1
256.0, Производственный центр №4, 0, 3
256.0, Производственный центр №5, 0, 6
257.0, Производственный центр №1, 2, 281
257.0, Производственный центр №2, 2, 3
257.0, Производственный центр №3, 0, 1
257.0, Производственный центр №4, 2, 4
257.0, Производственный центр №5, 0, 4
258.0, Производственный центр №1, 2, 280
258.0, Производственный центр №2, 2, 3
258.0, Производственный центр №3, 0, 1
258.0, Производственный центр №4, 2, 5
258.0, Производственный центр №5, 0, 4
259.0, Производственный центр №1, 2, 279
259.0, Производственный центр №2, 0, 1
259.0, Производственный центр №3, 2, 3
259.0, Производственный центр №4, 2, 4
259.0, Производственный центр №5, 0, 6
260.0, Производственный центр №1, 2, 278
260.0, Производственный центр №2, 2, 2
260.0, Производственный центр №3, 2, 3
260.0, Производственный центр №4, 0, 3
260.0, Производственный центр №5, 0, 7
261.0, Производственный центр №1, 2, 277
261.0, Производственный центр №2, 2, 2
261.0, Производственный центр №3, 2, 3
261.0, Производственный центр №4, 0, 4
261.0, Производственный центр №5, 0, 5
262.0, Производственный центр №1, 2, 276
262.0, Производственный центр №2, 1, 2
262.0, Производственный центр №3, 0, 1
262.0, Производственный центр №4, 3, 4
262.0, Производственный центр №5, 0, 8
263.0, Производственный центр №1, 2, 275
263.0, Производственный центр №2, 0, 2
263.0, Производственный центр №3, 0, 1
263.0, Производственный центр №4, 3, 5
263.0, Производственный центр №5, 1, 6
264.0, Производственный центр №1, 2, 274
264.0, Производственный центр №2, 2, 3
264.0, Производственный центр №3, 0, 1
264.0, Производственный центр №4, 2, 3
264.0, Производственный центр №5, 0, 8
265.0, Производственный центр №1, 2, 274
265.0, Производственный центр №2, 2, 2
265.0, Производственный центр №3, 0, 2
265.0, Производственный центр №4, 0, 3
265.0, Производственный центр №5, 2, 6
266.0, Производственный центр №1, 2, 272
266.0, Производственный центр №2, 0, 1
266.0, Производственный центр №3, 2, 3
266.0, Производственный центр №4, 2, 5
266.0, Производственный центр №5, 0, 4
267.0, Производственный центр №1, 2, 272
267.0, Производственный центр №2, 0, 1
267.0, Производственный центр №3, 2, 3
267.0, Производственный центр №4, 2, 4
267.0, Производственный центр №5, 0, 5
268.0, Производственный центр №1, 2, 272
268.0, Производственный центр №2, 0, 1
268.0, Производственный центр №3, 2, 3
268.0, Производственный центр №4, 2, 3
268.0, Производственный центр №5, 0, 6
269.0, Производственный центр №1, 2, 270
269.0, Производственный центр №2, 2, 3
269.0, Производственный центр №3, 0, 1
269.0, Производственный центр №4, 0, 3
269.0, Производственный центр №5, 2, 6
270.0, Производственный центр №1, 2, 270
270.0, Производственный центр №2, 2, 3
270.0, Производственный центр №3, 0, 1
270.0, Производственный центр №4, 0, 3
270.0, Производственный центр №5, 2, 4
271.0, Производственный центр №1, 2, 269
271.0, Производственный центр №2, 2, 3
271.0, Производственный центр №3, 0, 1
271.0, Производственный центр №4, 2, 2
271.0, Производственный центр №5, 0, 6
272.0, Производственный центр №1, 2, 268
272.0, Производственный центр №2, 2, 2
272.0, Производственный центр №3, 2, 2
272.0, Производственный центр №4, 0, 3
272.0, Производственный центр №5, 0, 4
273.0, Производственный центр №1, 2, 267
273.0, Производственный центр №2, 2, 1
273.0, Производственный центр №3, 2, 3
273.0, Производственный центр №4, 0, 4
273.0, Производственный центр №5, 0, 4
274.0, Производственный центр №1, 2, 266
274.0, Производственный центр №2, 0, 2
274.0, Производственный центр №3, 2, 3
274.0, Производственный центр №4, 2, 4
274.0, Производственный центр №5, 0, 4
275.0, Производственный центр №1, 2, 265
275.0, Производственный центр №2, 2, 2
275.0, Производственный центр №3, 0, 1
275.0, Производственный центр №4, 2, 3
275.0, Производственный центр №5, 0, 8
276.0, Производственный центр №1, 2, 264
276.0, Производственный центр №2, 2, 2
276.0, Производственный центр №3, 0, 1
276.0, Производственный центр №4, 0, 4
276.0, Производственный центр №5, 2, 6
277.0, Производственный центр №1, 2, 263
277.0, Производственный центр №2, 2, 2
277.0, Производственный центр №3, 0, 1
277.0, Производственный центр №4, 2, 5
277.0, Производственный центр №5, 0, 6
278.0, Производственный центр №1, 2, 262
278.0, Производственный центр №2, 2, 2
278.0, Производственный центр №3, 0, 2
278.0, Производственный центр №4, 2, 3
278.0, Производственный центр №5, 0, 8
279.0, Производственный центр №1, 2, 262
279.0, Производственный центр №2, 2, 2
279.0, Производственный центр №3, 0, 2
279.0, Производственный центр №4, 0, 3
279.0, Производственный центр №5, 2, 6
280.0, Производственный центр №1, 2, 260
280.0, Производственный центр №2, 1, 2
280.0, Производственный центр №3, 0, 2
280.0, Производственный центр №4, 3, 5
280.0, Производственный центр №5, 0, 4
281.0, Производственный центр №1, 2, 260
281.0, Производственный центр №2, 1, 1
281.0, Производственный центр №3, 0, 3
281.0, Производственный центр №4, 3, 5
281.0, Производственный центр №5, 0, 4
282.0, Производственный центр №1, 2, 260
282.0, Производственный центр №2, 0, 1
282.0, Производственный центр №3, 2, 3
282.0, Производственный центр №4, 2, 3
282.0, Производственный центр №5, 0, 6
283.0, Производственный центр №1, 2, 258
283.0, Производственный центр №2, 2, 3
283.0, Производственный центр №3, 2, 3
283.0, Производственный центр №4, 0, 3
283.0, Производственный центр №5, 0, 4
284.0, Производственный центр №1, 2, 258
284.0, Производственный центр №2, 2, 3
284.0, Производственный центр №3, 2, 1
284.0, Производственный центр №4, 0, 3
284.0, Производственный центр №5, 0, 6
285.0, Производственный центр №1, 2, 257
285.0, Производственный центр №2, 2, 3
285.0, Производственный центр №3, 0, 1
285.0, Производственный центр №4, 2, 4
285.0, Производственный центр №5, 0, 4
286.0, Производственный центр №1, 2, 256
286.0, Производственный центр №2, 2, 3
286.0, Производственный центр №3, 0, 1
286.0, Производственный центр №4, 2, 5
286.0, Производственный центр №5, 0, 4
287.0, Производственный центр №1, 2, 255
287.0, Производственный центр №2, 0, 1
287.0, Производственный центр №3, 2, 3
287.0, Производственный центр №4, 2, 4
287.0, Производственный центр №5, 0, 6
288.0, Производственный центр №1, 2, 254
288.0, Производственный центр №2, 2, 2
288.0, Производственный центр №3, 2, 3
288.0, Производственный центр №4, 0, 3
288.0, Производственный центр №5, 0, 7
289.0, Производственный центр №1, 2, 253
289.0, Производственный центр №2, 2, 2
289.0, Производственный центр №3, 2, 3
289.0, Производственный центр №4, 0, 4
289.0, Производственный центр №5, 0, 5
290.0, Производственный центр №1, 2, 252
290.0, Производственный центр №2, 1, 2
290.0, Производственный центр №3, 0, 1
290.0, Производственный центр №4, 3, 4
290.0, Производственный центр №5, 0, 8
291.0, Производственный центр №1, 2, 251
291.0, Производственный центр №2, 0, 2
291.0, Производственный центр №3, 0, 1
291.0, Производственный центр №4, 3, 5
291.0, Производственный центр №5, 1, 6
292.0, Производственный центр №1, 2, 250
292.0, Производственный центр №2, 2, 3
292.0, Производственный центр №3, 0, 1
292.0, Производственный центр №4, 2, 3
292.0, Производственный центр №5, 0, 8
293.0, Производственный центр №1, 2, 250
