Time, ProductionCenter, WorkersCount, BufferCount
447.0, Производственный центр №1, 2, 118
447.0, Производственный центр №2, 2, 2
447.0, Производственный центр №3, 0, 2
447.0, Производственный центр №4, 0, 3
447.0, Производственный центр №5, 2, 6
448.0, Производственный центр №1, 2, 116
448.0, Производственный центр №2, 1, 2
448.0, Производственный центр №3, 0, 2
448.0, Производственный центр №4, 3, 5
448.0, Производственный центр №5, 0, 4
449.0, Производственный центр №1, 2, 116
449.0, Производственный центр №2, 1, 1
449.0, Производственный центр №3, 0, 3
449.0, Производственный центр №4, 3, 5
449.0, Производственный центр №5, 0, 4
450.0, Производственный центр №1, 2, 116
450.0, Производственный центр №2, 0, 1
450.0, Производственный центр №3, 2, 3
450.0, Производственный центр №4, 2, 3
450.0, Производственный центр №5, 0, 6
451.0, Производственный центр №1, 2, 114
451.0, Производственный центр №2, 2, 3
451.0, Производственный центр №3, 2, 3
451.0, Производственный центр №4, 0, 3
451.0, Производственный центр №5, 0, 4
452.0, Производственный центр №1, 2, 114
452.0, Производственный центр №2, 2, 3
452.0, Производственный центр №3, 2, 1
452.0, Производственный центр №4, 0, 3
452.0, Производственный центр №5, 0, 6
453.0, Производственный центр №1, 2, 113
453.0, Производственный центр №2, 2, 3
453.0, Производственный центр №3, 0, 1
453.0, Производственный центр №4, 2, 4
453.0, Производственный центр №5, 0, 4
454.0, Производственный центр №1, 2, 112
454.0, Производственный центр №2, 2, 3
454.0, Производственный центр №3, 0, 1
454.0, Производственный центр №4, 2, 5
454.0, Производственный центр №5, 0, 4
455.0, Производственный центр №1, 2, 111
455.0, Производственный центр №2, 0, 1
455.0, Производственный центр №3, 2, 3
455.0, Производственный центр №4, 2, 4
455.0, Производственный центр №5, 0, 6
456.0, Производственный центр №1, 2, 110
456.0, Производственный центр №2, 2, 2
456.0, Производственный центр №3, 2, 3
456.0, Производственный центр №4, 0, 3
456.0, Производственный центр №5, 0, 7
457.0, Производственный центр №1, 2, 109
457.0, Производственный центр №2, 2, 2
457.0, Производственный центр №3, 2, 3
457.0, Производственный центр №4, 0, 4
457.0, Производственный центр №5, 0, 5
458.0, Производственный центр №1, 2, 108
458.0, Производственный центр №2, 1, 2
458.0, Производственный центр №3, 0, 1
458.0, Производственный центр №4, 3, 4
458.0, Производственный центр №5, 0, 8
459.0, Производственный центр №1, 2, 107
459.0, Производственный центр №2, 0, 2
459.0, Производственный центр №3, 0, 1
459.0, Производственный центр №4, 3, 5
459.0, Производственный центр №5, 1, 6
460.0, Производственный центр №1, 2, 106
460.0, Производственный центр №2, 2, 3
460.0, Производственный центр №3, 0, 1
460.0, Производственный центр №4, 2, 3
460.0, Производственный центр №5, 0, 8
461.0, Производственный центр №1, 2, 106
461.0, Производственный центр №2, 2, 2
461.0, Производственный центр №3, 0, 2
461.0, Производственный центр №4, 0, 3
461.0, Производственный центр №5, 2, 6
462.0, Производственный центр №1, 2, 104
462.0, Производственный центр №2, 0, 1
462.0, Производственный центр №3, 2, 3
462.0, Производственный центр №4, 2, 5
462.0, Производственный центр №5, 0, 4
463.0, Производственный центр №1, 2, 104
463.0, Производственный центр №2, 0, 1
463.0, Производственный центр №3, 2, 3
463.0, Производственный центр №4, 2, 4
463.0, Производственный центр №5, 0, 5
464.0, Производственный центр №1, 2, 104
464.0, Производственный центр №2, 0, 1
464.0, Производственный центр №3, 2, 3
464.0, Производственный центр №4, 2, 3
464.0, Производственный центр №5, 0, 6
465.0, Производственный центр №1, 2, 102
465.0, Производственный центр №2, 2, 3
465.0, Производственный центр №3, 0, 1
465.0, Производственный центр №4, 0, 3
465.0, Производственный центр №5, 2, 6
466.0, Производственный центр №1, 2, 102
466.0, Производственный центр №2, 2, 3
466.0, Производственный центр №3, 0, 1
466.0, Производственный центр №4, 0, 3
466.0, Производственный центр №5, 2, 4
467.0, Производственный центр №1, 2, 101
467.0, Производственный центр №2, 2, 3
467.0, Производственный центр №3, 0, 1
467.0, Производственный центр №4, 2, 2
467.0, Производственный центр №5, 0, 6
468.0, Производственный центр №1, 2, 100
468.0, Производственный центр №2, 2, 2
468.0, Производственный центр №3, 2, 2
468.0, Производственный центр №4, 0, 3
468.0, Производственный центр №5, 0, 4
469.0, Производственный центр №1, 2, 99
469.0, Производственный центр №2, 2, 1
469.0, Производственный центр №3, 2, 3
469.0, Производственный центр №4, 0, 4
469.0, Производственный центр №5, 0, 4
470.0, Производственный центр №1, 2, 98
470.0, Производственный центр №2, 0, 2
470.0, Производственный центр №3, 2, 3
470.0, Производственный центр №4, 2, 4
470.0, Производственный центр №5, 0, 4
471.0, Производственный центр №1, 2, 97
471.0, Производственный центр №2, 2, 2
471.0, Производственный центр №3, 0, 1
471.0, Производственный центр №4, 2, 3
471.0, Производственный центр №5, 0, 8
472.0, Производственный центр №1, 2, 96
472.0, Производственный центр №2, 2, 2
472.0, Производственный центр №3, 0, 1
472.0, Производственный центр №4, 0, 4
472.0, Производственный центр №5, 2, 6
473.0, Производственный центр №1, 2, 95
473.0, Производственный центр №2, 2, 2
473.0, Производственный центр №3, 0, 1
473.0, Производственный центр №4, 2, 5
473.0, Производственный центр №5, 0, 6
474.0, Производственный центр №1, 2, 94
474.0, Производственный центр №2, 2, 2
474.0, Производственный центр №3, 0, 2
474.0, Производственный центр №4, 2, 3
474.0, Производственный центр №5, 0, 8
475.0, Производственный центр №1, 2, 94
475.0, Производственный центр №2, 2, 2
475.0, Производственный центр №3, 0, 2
475.0, Производственный центр №4, 0, 3
475.0, Производственный центр №5, 2, 6
476.0, Производственный центр №1, 2, 92
476.0, Производственный центр №2, 1, 2
476.0, Производственный центр №3, 0, 2
476.0, Производственный центр №4, 3, 5
476.0, Производственный центр №5, 0, 4
477.0, Производственный центр №1, 2, 92
477.0, Производственный центр №2, 1, 1
477.0, Производственный центр №3, 0, 3
477.0, Производственный центр №4, 3, 5
477.0, Производственный центр №5, 0, 4
478.0, Производственный центр №1, 2, 92
478.0, Производственный центр №2, 0, 1
478.0, Производственный центр №3, 2, 3
478.0, Производственный центр №4, 2, 3
478.0, Производственный центр №5, 0, 6
479.0, Производственный центр №1, 2, 90
479.0, Производственный центр №2, 2, 3
479.0, Производственный центр №3, 2, 3
479.0, Производственный центр №4, 0, 3
479.0, Производственный центр №5, 0, 4
480.0, Производственный центр №1, 2, 90
480.0, Производственный центр №2, 2, 3
480.0, Производственный центр №3, 2, 1
480.0, Производственный центр №4, 0, 3
480.0, Производственный центр №5, 0, 6
481.0, Производственный центр №1, 2, 89
481.0, Производственный центр №2, 2, 3
481.0, Производственный центр №3, 0, 1
481.0, Производственный центр №4, 2, 4
481.0, Производственный центр №5, 0, 4
482.0, Производственный центр №1, 2, 88
482.0, Производственный центр №2, 2, 3
482.0, Производственный центр №3, 0, 1
482.0, Производственный центр №4, 2, 5
482.0, Производственный центр №5, 0, 4
483.0, Производственный центр №1, 2, 87
483.0, Производственный центр №2, 0, 1
483.0, Производственный центр №3, 2, 3
483.0, Производственный центр №4, 2, 4
483.0, Производственный центр №5, 0, 6
484.0, Производственный центр №1, 2, 86
484.0, Производственный центр №2, 2, 2
484.0, Производственный центр №3, 2, 3
484.0, Производственный центр №4, 0, 3
484.0, Производственный центр №5, 0, 7
485.0, Производственный центр №1, 2, 85
485.0, Производственный центр №2, 2, 2
485.0, Производственный центр №3, 2, 3
485.0, Производственный центр №4, 0, 4
485.0, Производственный центр №5, 0, 5
486.0, Производственный центр №1, 2, 84
486.0, Производственный центр №2, 1, 2
486.0, Производственный центр №3, 0, 1
486.0, Производственный центр №4, 3, 4
486.0, Производственный центр №5, 0, 8
487.0, Производственный центр №1, 2, 83
487.0, Производственный центр №2, 0, 2
487.0, Производственный центр №3, 0, 1
487.0, Производственный центр №4, 3, 5
487.0, Производственный центр №5, 1, 6
488.0, Производственный центр №1, 2, 82
488.0, Производственный центр №2, 2, 3
488.0, Производственный центр №3, 0, 1
488.0, Производственный центр №4, 2, 3
488.0, Производственный центр №5, 0, 8
489.0, Производственный центр №1, 2, 82
489.0, Производственный центр №2, 2, 2
489.0, Производственный центр №3, 0, 2
489.0, Производственный центр №4, 0, 3
489.0, Производственный центр №5, 2, 6
490.0, Производственный центр №1, 2, 80
490.0, Производственный центр №2, 0, 1
490.0, Производственный центр №3, 2, 3
490.0, Производственный центр №4, 2, 5
490.0, Производственный центр №5, 0, 4
491.0, Производственный центр №1, 2, 80
491.0, Производственный центр №2, 0, 1
491.0, Производственный центр №3, 2, 3
491.0, Производственный центр №4, 2, 4
491.0, Производственный центр №5, 0, 5
492.0, Производственный центр №1, 2, 80
492.0, Производственный центр №2, 0, 1
492.0, Производственный центр №3, 2, 3
492.0, Производственный центр №4, 2, 3
492.0, Производственный центр №5, 0, 6
493.0, Производственный центр №1, 2, 78
493.0, Производственный центр №2, 2, 3
493.0, Производственный центр №3, 0, 1
493.0, Производственный центр №4, 0, 3
493.0, Производственный центр №5, 2, 6
494.0, Производственный центр №1, 2, 78
494.0, Производственный центр №2, 2, 3
494.0, Производственный центр №3, 0, 1
494.0, Производственный центр №4, 0, 3
494.0, Производственный центр №5, 2, 4
495.0, Производственный центр №1, 2, 77
495.0, Производственный центр №2, 2, 3
495.0, Производственный центр №3, 0, 1
495.0, Производственный центр №4, 2, 2
495.0, Производственный центр №5, 0, 6
496.0, Производственный центр №1, 2, 76
496.0, Производственный центр №2, 2, 2
496.0, Производственный центр №3, 2, 2
496.0, Производственный центр №4, 0, 3
496.0, Производственный центр №5, 0, 4
497.0, Производственный центр №1, 2, 75
497.0, Производственный центр №2, 2, 1
497.0, Производственный центр №3, 2, 3
497.0, Производственный центр №4, 0, 4
497.0, Производственный центр №5, 0, 4
498.0, Производственный центр №1, 2, 74
498.0, Производственный центр №2, 0, 2
498.0, Производственный центр №3, 2, 3
498.0, Производственный центр №4, 2, 4
498.0, Производственный центр №5, 0, 4
499.0, Производственный центр №1, 2, 73
499.0, Производственный центр №2, 2, 2
499.0, Производственный центр №3, 0, 1
499.0, Производственный центр №4, 2, 3
499.0, Производственный центр №5, 0, 8
500.0, Производственный центр №1, 2, 72
500.0, Производственный центр №2, 2, 2
500.0, Производственный центр №3, 0, 1
500.0, Производственный центр №4, 0, 4
500.0, Производственный центр №5, 2, 6
501.0, Производственный центр №1, 2, 71
501.0, Производственный центр №2, 2, 2
501.0, Производственный центр №3, 0, 1
501.0, Производственный центр №4, 2, 5
501.0, Производственный центр №5, 0, 6
502.0, Производственный центр №1, 2, 70
502.0, Производственный центр №2, 2, 2
502.0, Производственный центр №3, 0, 2
502.0, Производственный центр №4, 2, 3
502.0, Производственный центр №5, 0, 8
503.0, Производственный центр №1, 2, 70
503.0, Производственный центр №2, 2, 2
503.0, Производственный центр №3, 0, 2
503.0, Производственный центр №4, 0, 3
503.0, Производственный центр №5, 2, 6
504.0, Производственный центр №1, 2, 68
504.0, Производственный центр №2, 1, 2
504.0, Производственный центр №3, 0, 2
504.0, Производственный центр №4, 3, 5
504.0, Производственный центр №5, 0, 4
505.0, Производственный центр №1, 2, 68
505.0, Производственный центр №2, 1, 1
505.0, Производственный центр №3, 0, 3
505.0, Производственный центр №4, 3, 5
505.0, Производственный центр №5, 0, 4
506.0, Производственный центр №1, 2, 68
506.0, Производственный центр №2, 0, 1
506.0, Производственный центр №3, 2, 3
506.0, Производственный центр №4, 2, 3
506.0, Производственный центр №5, 0, 6
507.0, Производственный центр №1, 2, 66
507.0, Производственный центр №2, 2, 3
507.0, Производственный центр №3, 2, 3
507.0, Производственный центр №4, 0, 3
507.0, Производственный центр №5, 0, 4
508.0, Производственный центр №1, 2, 66
508.0, Производственный центр №2, 2, 3
508.0, Производственный центр №3, 2, 1
508.0, Производственный центр №4, 0, 3
508.0, Производственный центр №5, 0, 6
509.0, Производственный центр №1, 2, 65
509.0, Производственный центр №2, 2, 3
509.0, Производственный центр №3, 0, 1
509.0, Производственный центр №4, 2, 4
509.0, Производственный центр №5, 0, 4
510.0, Производственный центр №1, 2, 64
510.0, Производственный центр №2, 2, 3
510.0, Производственный центр №3, 0, 1
510.0, Производственный центр №4, 2, 5
510.0, Производственный центр №5, 0, 4
511.0, Производственный центр №1, 2, 63
511.0, Производственный центр №2, 0, 1
511.0, Производственный центр №3, 2, 3
511.0, Производственный центр №4, 2, 4
511.0, Производственный центр №5, 0, 6
512.0, Производственный центр №1, 2, 62
512.0, Производственный центр №2, 2, 2
512.0, Производственный центр №3, 2, 3
512.0, Производственный центр №4, 0, 3
512.0, Производственный центр №5, 0, 7
513.0, Производственный центр №1, 2, 61
513.0, Производственный центр №2, 2, 2
513.0, Производственный центр №3, 2, 3
513.0, Производственный центр №4, 0, 4
513.0, Производственный центр №5, 0, 5
514.0, Производственный центр №1, 2, 60
514.0, Производственный центр №2, 1, 2
514.0, Производственный центр №3, 0, 1
514.0, Производственный центр №4, 3, 4
514.0, Производственный центр №5, 0, 8
515.0, Производственный центр №1, 2, 59
515.0, Производственный центр №2, 0, 2
515.0, Производственный центр №3, 0, 1
515.0, Производственный центр №4, 3, 5
515.0, Производственный центр №5, 1, 6
516.0, Производственный центр №1, 2, 58
516.0, Производственный центр №2, 2, 3
516.0, Производственный центр №3, 0, 1
516.0, Производственный центр №4, 2, 3
516.0, Производственный центр №5, 0, 8
517.0, Производственный центр №1, 2, 58
517.0, Производственный центр №2, 2, 2
517.0, Производственный центр №3, 0, 2
517.0, Производственный центр №4, 0, 3
517.0, Производственный центр №5, 2, 6
518.0, Производственный центр №1, 2, 56
518.0, Производственный центр №2, 0, 1
518.0, Производственный центр №3, 2, 3
518.0, Производственный центр №4, 2, 5
518.0, Производственный центр №5, 0, 4
519.0, Производственный центр №1, 2, 56
519.0, Производственный центр №2, 0, 1
519.0, Производственный центр №3, 2, 3
519.0, Производственный центр №4, 2, 4
519.0, Производственный центр №5, 0, 5
520.0, Производственный центр №1, 2, 56
520.0, Производственный центр №2, 0, 1
520.0, Производственный центр №3, 2, 3
520.0, Производственный центр №4, 2, 3
520.0, Производственный центр №5, 0, 6
521.0, Производственный центр №1, 2, 54
521.0, Производственный центр №2, 2, 3
521.0, Производственный центр №3, 0, 1
521.0, Производственный центр №4, 0, 3
521.0, Производственный центр №5, 2, 6
522.0, Производственный центр №1, 2, 54
522.0, Производственный центр №2, 2, 3
522.0, Производственный центр №3, 0, 1
522.0, Производственный центр №4, 0, 3
522.0, Производственный центр №5, 2, 4
523.0, Производственный центр №1, 2, 53
523.0, Производственный центр №2, 2, 3
523.0, Производственный центр №3, 0, 1
523.0, Производственный центр №4, 2, 2
523.0, Производственный центр №5, 0, 6
524.0, Производственный центр №1, 2, 52
524.0, Производственный центр №2, 2, 2
524.0, Производственный центр №3, 2, 2
524.0, Производственный центр №4, 0, 3
524.0, Производственный центр №5, 0, 4
525.0, Производственный центр №1, 2, 51
525.0, Производственный центр №2, 2, 1
525.0, Производственный центр №3, 2, 3
525.0, Производственный центр №4, 0, 4
525.0, Производственный центр №5, 0, 4
526.0, Производственный центр №1, 2, 50
526.0, Производственный центр №2, 0, 2
526.0, Производственный центр №3, 2, 3
526.0, Производственный центр №4, 2, 4
526.0, Производственный центр №5, 0, 4
527.0, Производственный центр №1, 2, 49
527.0, Производственный центр №2, 2, 2
527.0, Производственный центр №3, 0, 1
527.0, Производственный центр №4, 2, 3
527.0, Производственный центр №5, 0, 8
528.0, Производственный центр №1, 2, 48
528.0, Производственный центр №2, 2, 2
528.0, Производственный центр №3, 0, 1
528.0, Производственный центр №4, 0, 4
528.0, Производственный центр №5, 2, 6
529.0, Производственный центр №1, 2, 47
529.0, Производственный центр №2, 2, 2
529.0, Производственный центр №3, 0, 1
529.0, Производственный центр №4, 2, 5
529.0, Производственный центр №5, 0, 6
530.0, Производственный центр №1, 2, 46
530.0, Производственный центр №2, 2, 2
530.0, Производственный центр №3, 0, 2
530.0, Производственный центр №4, 2, 3
530.0, Производственный центр №5, 0, 8
531.0, Производственный центр №1, 2, 46
531.0, Производственный центр №2, 2, 2
531.0, Производственный центр №3, 0, 2
531.0, Производственный центр №4, 0, 3
531.0, Производственный центр №5, 2, 6
532.0, Производственный центр №1, 2, 44
532.0, Производственный центр №2, 1, 2
532.0, Производственный центр №3, 0, 2
532.0, Производственный центр №4, 3, 5
532.0, Производственный центр №5, 0, 4
533.0, Производственный центр №1, 2, 44
533.0, Производственный центр №2, 1, 1
533.0, Производственный центр №3, 0, 3
533.0, Производственный центр №4, 3, 5
533.0, Производственный центр №5, 0, 4
534.0, Производственный центр №1, 2, 44
534.0, Производственный центр №2, 0, 1
534.0, Производственный центр №3, 2, 3
534.0, Производственный центр №4, 2, 3
534.0, Производственный центр №5, 0, 6
535.0, Производственный центр №1, 2, 42
535.0, Производственный центр №2, 2, 3
535.0, Производственный центр №3, 2, 3
535.0, Производственный центр №4, 0, 3
535.0, Производственный центр №5, 0, 4
536.0, Производственный центр №1, 2, 42
536.0, Производственный центр №2, 2, 3
536.0, Производственный центр №3, 2, 1
536.0, Производственный центр №4, 0, 3
536.0, Производственный центр №5, 0, 6
537.0, Производственный центр №1, 2, 41
537.0, Производственный центр №2, 2, 3
537.0, Производственный центр №3, 0, 1
537.0, Производственный центр №4, 2, 4
537.0, Производственный центр №5, 0, 4
538.0, Производственный центр №1, 2, 40
538.0, Производственный центр №2, 2, 3
538.0, Производственный центр №3, 0, 1
538.0, Производственный центр №4, 2, 5
538.0, Производственный центр №5, 0, 4
539.0, Производственный центр №1, 2, 39
539.0, Производственный центр №2, 0, 1
539.0, Производственный центр №3, 2, 3
539.0, Производственный центр №4, 2, 4
539.0, Производственный центр №5, 0, 6
540.0, Производственный центр №1, 2, 38
540.0, Производственный центр №2, 2, 2
540.0, Производственный центр №3, 2, 3
540.0, Производственный центр №4, 0, 3
540.0, Производственный центр №5, 0, 7
541.0, Производственный центр №1, 2, 37
541.0, Производственный центр №2, 2, 2
541.0, Производственный центр №3, 2, 3
541.0, Производственный центр №4, 0, 4
541.0, Производственный центр №5, 0, 5
542.0, Производственный центр №1, 2, 36
542.0, Производственный центр №2, 1, 2
542.0, Производственный центр №3, 0, 1
542.0, Производственный центр №4, 3, 4
542.0, Производственный центр №5, 0, 8
543.0, Производственный центр №1, 2, 35
543.0, Производственный центр №2, 0, 2
543.0, Производственный центр №3, 0, 1
543.0, Производственный центр №4, 3, 5
543.0, Производственный центр №5, 1, 6
544.0, Производственный центр №1, 2, 34
544.0, Производственный центр №2, 2, 3
544.0, Производственный центр №3, 0, 1
544.0, Производственный центр №4, 2, 3
544.0, Производственный центр №5, 0, 8
545.0, Производственный центр №1, 2, 34
545.0, Производственный центр №2, 2, 2
545.0, Производственный центр №3, 0, 2
545.0, Производственный центр №4, 0, 3
545.0, Производственный центр №5, 2, 6
546.0, Производственный центр №1, 2, 32
546.0, Производственный центр №2, 0, 1
546.0, Производственный центр №3, 2, 3
546.0, Производственный центр №4, 2, 5
546.0, Производственный центр №5, 0, 4
547.0, Производственный центр №1, 2, 32
547.0, Производственный центр №2, 0, 1
547.0, Производственный центр №3, 2, 3
547.0, Производственный центр №4, 2, 4
547.0, Производственный центр №5, 0, 5
548.0, Производственный центр №1, 2, 32
548.0, Производственный центр №2, 0, 1
548.0, Производственный центр №3, 2, 3
548.0, Производственный центр №4, 2, 3
548.0, Производственный центр №5, 0, 6
549.0, Производственный центр №1, 2, 30
549.0, Производственный центр №2, 2, 3
549.0, Производственный центр №3, 0, 1
549.0, Производственный центр №4, 0, 3
549.0, Производственный центр №5, 2, 6
550.0, Производственный центр №1, 2, 30
550.0, Производственный центр №2, 2, 3
550.0, Производственный центр №3, 0, 1
550.0, Производственный центр №4, 0, 3
550.0, Производственный центр №5, 2, 4
551.0, Производственный центр №1, 2, 29
551.0, Производственный центр №2, 2, 3
551.0, Производственный центр №3, 0, 1
551.0, Производственный центр №4, 2, 2
551.0, Производственный центр №5, 0, 6
552.0, Производственный центр №1, 2, 28
552.0, Производственный центр №2, 2, 2
552.0, Производственный центр №3, 2, 2
552.0, Производственный центр №4, 0, 3
552.0, Производственный центр №5, 0, 4
553.0, Производственный центр №1, 2, 27
553.0, Производственный центр №2, 2, 1
553.0, Производственный центр №3, 2, 3
553.0, Производственный центр №4, 0, 4
553.0, Производственный центр №5, 0, 4
554.0, Производственный центр №1, 2, 26
554.0, Производственный центр №2, 0, 2
554.0, Производственный центр №3, 2, 3
554.0, Производственный центр №4, 2, 4
554.0, Производственный центр №5, 0, 4
555.0, Производственный центр №1, 2, 25
555.0, Производственный центр №2, 2, 2
555.0, Производственный центр №3, 0, 1
555.0, Производственный центр №4, 2, 3
555.0, Производственный центр №5, 0, 8
556.0, Производственный центр №1, 2, 24
556.0, Производственный центр №2, 2, 2
556.0, Производственный центр №3, 0, 1
556.0, Производственный центр №4, 0, 4
556.0, Производственный центр №5, 2, 6
557.0, Производственный центр №1, 2, 23
557.0, Производственный центр №2, 2, 2
557.0, Производственный центр №3, 0, 1
557.0, Производственный центр №4, 2, 5
557.0, Производственный центр №5, 0, 6
558.0, Производственный центр №1, 2, 22
558.0, Производственный центр №2, 2, 2
558.0, Производственный центр №3, 0, 2
558.0, Производственный центр №4, 2, 3
558.0, Производственный центр №5, 0, 8
559.0, Производственный центр №1, 2, 22
559.0, Производственный центр №2, 2, 2
559.0, Производственный центр №3, 0, 2
559.0, Производственный центр №4, 0, 3
559.0, Производственный центр №5, 2, 6
560.0, Производственный центр №1, 2, 20
560.0, Производственный центр №2, 1, 2
560.0, Производственный центр №3, 0, 2
560.0, Производственный центр №4, 3, 5
560.0, Производственный центр №5, 0, 4
561.0, Производственный центр №1, 2, 20
561.0, Производственный центр №2, 1, 1
561.0, Производственный центр №3, 0, 3
561.0, Производственный центр №4, 3, 5
561.0, Производственный центр №5, 0, 4
562.0, Производственный центр №1, 2, 20
562.0, Производственный центр №2, 0, 1
562.0, Производственный центр №3, 2, 3
562.0, Производственный центр №4, 2, 3
562.0, Производственный центр №5, 0, 6
563.0, Производственный центр №1, 2, 18
563.0, Производственный центр №2, 2, 3
563.0, Производственный центр №3, 2, 3
563.0, Производственный центр №4, 0, 3
563.0, Производственный центр №5, 0, 4
564.0, Производственный центр №1, 2, 18
564.0, Производственный центр №2, 2, 3
564.0, Производственный центр №3, 2, 1
564.0, Производственный центр №4, 0, 3
564.0, Производственный центр №5, 0, 6
565.0, Производственный центр №1, 2, 17
565.0, Производственный центр №2, 2, 3
565.0, Производственный центр №3, 0, 1
565.0, Производственный центр №4, 2, 4
565.0, Производственный центр №5, 0, 4
566.0, Производственный центр №1, 2, 16
566.0, Производственный центр №2, 2, 3
566.0, Производственный центр №3, 0, 1
566.0, Производственный центр №4, 2, 5
566.0, Производственный центр №5, 0, 4
567.0, Производственный центр №1, 2, 15
567.0, Производственный центр №2, 0, 1
567.0, Производственный центр №3, 2, 3
567.0, Производственный центр №4, 2, 4
567.0, Производственный центр №5, 0, 6
568.0, Производственный центр №1, 2, 14
568.0, Производственный центр №2, 2, 2
568.0, Производственный центр №3, 2, 3
568.0, Производственный центр №4, 0, 3
568.0, Производственный центр №5, 0, 7
569.0, Производственный центр №1, 2, 13
569.0, Производственный центр №2, 2, 2
569.0, Производственный центр №3, 2, 3
569.0, Производственный центр №4, 0, 4
569.0, Производственный центр №5, 0, 5
570.0, Производственный центр №1, 2, 12
570.0, Производственный центр №2, 1, 2
570.0, Производственный центр №3, 0, 1
570.0, Производственный центр №4, 3, 4
570.0, Производственный центр №5, 0, 8
571.0, Производственный центр №1, 2, 11
571.0, Производственный центр №2, 0, 2
571.0, Производственный центр №3, 0, 1
571.0, Производственный центр №4, 3, 5
571.0, Производственный центр №5, 1, 6
572.0, Производственный центр №1, 2, 10
572.0, Производственный центр №2, 2, 3
572.0, Производственный центр №3, 0, 1
572.0, Производственный центр №4, 2, 3
572.0, Производственный центр №5, 0, 8
573.0, Производственный центр №1, 2, 10
573.0, Производственный центр №2, 2, 2
573.0, Производственный центр №3, 0, 2
573.0, Производственный центр №4, 0, 3
573.0, Производственный центр №5, 2, 6
574.0, Производственный центр №1, 2, 8
574.0, Производственный центр №2, 0, 1
574.0, Производственный центр №3, 2, 3
574.0, Производственный центр №4, 2, 5
574.0, Производственный центр №5, 0, 4
575.0, Производственный центр №1, 2, 8
575.0, Производственный центр №2, 0, 1
575.0, Производственный центр №3, 2, 3
575.0, Производственный центр №4, 2, 4
575.0, Производственный центр №5, 0, 5
576.0, Производственный центр №1, 2, 8
576.0, Производственный центр №2, 0, 1
576.0, Производственный центр №3, 2, 3
576.0, Производственный центр №4, 2, 3
576.0, Производственный центр №5, 0, 6
577.0, Производственный центр №1, 2, 6
577.0, Производственный центр №2, 2, 3
577.0, Производственный центр №3, 0, 1
577.0, Производственный центр №4, 0, 3
577.0, Производственный центр №5, 2, 6
578.0, Производственный центр №1, 2, 6
578.0, Производственный центр №2, 2, 3
578.0, Производственный центр №3, 0, 1
578.0, Производственный центр №4, 0, 3
578.0, Производственный центр №5, 2, 4
579.0, Производственный центр №1, 2, 5
579.0, Производственный центр №2, 2, 3
579.0, Производственный центр №3, 0, 1
579.0, Производственный центр №4, 2, 2
579.0, Производственный центр №5, 0, 6
580.0, Производственный центр №1, 2, 4
580.0, Производственный центр №2, 2, 2
580.0, Производственный центр №3, 2, 2
580.0, Производственный центр №4, 0, 3
580.0, Производственный центр №5, 0, 4
581.0, Производственный центр №1, 2, 3
581.0, Производственный центр №2, 2, 1
581.0, Производственный центр №3, 2, 3
581.0, Производственный центр №4, 0, 4
581.0, Производственный центр №5, 0, 4
582.0, Производственный центр №1, 2, 2
582.0, Производственный центр №2, 0, 2
582.0, Производственный центр №3, 2, 3
582.0, Производственный центр №4, 2, 4
582.0, Производственный центр №5, 0, 4
583.0, Производственный центр №1, 1, 2
583.0, Производственный центр №2, 2, 2
583.0, Производственный центр №3, 0, 1
583.0, Производственный центр №4, 3, 2
583.0, Производственный центр №5, 0, 8
584.0, Производственный центр №1, 0, 1
584.0, Производственный центр №2, 2, 2
584.0, Производственный центр №3, 0, 1
584.0, Производственный центр №4, 2, 3
584.0, Производственный центр №5, 2, 6
585.0, Производственный центр №1, 0, 1
585.0, Производственный центр №2, 2, 2
585.0, Производственный центр №3, 0, 1
585.0, Производственный центр №4, 2, 2
585.0, Производственный центр №5, 2, 5
586.0, Производственный центр №1, 0, 1
586.0, Производственный центр №2, 2, 1
586.0, Производственный центр №3, 2, 2
586.0, Производственный центр №4, 0, 1
586.0, Производственный центр №5, 2, 4
587.0, Производственный центр №1, 2, 1
587.0, Производственный центр №2, 0, 0
587.0, Производственный центр №3, 2, 3
587.0, Производственный центр №4, 0, 1
587.0, Производственный центр №5, 2, 2
588.0, Производственный центр №1, 2, 1
588.0, Производственный центр №2, 0, 0
588.0, Производственный центр №3, 2, 3
588.0, Производственный центр №4, 0, 1
588.0, Производственный центр №5, 2, 1
589.0, Производственный центр №1, 0, 0
589.0, Производственный центр №2, 2, 1
589.0, Производственный центр №3, 2, 1
589.0, Производственный центр №4, 2, 1
589.0, Производственный центр №5, 0, 3
590.0, Производственный центр №1, 0, 0
590.0, Производственный центр №2, 2, 1
590.0, Производственный центр №3, 2, 1
590.0, Производственный центр №4, 0, 1
590.0, Производственный центр №5, 2, 1
591.0, Производственный центр №1, 0, 0
591.0, Производственный центр №2, 2, 1
591.0, Производственный центр №3, 2, 1
591.0, Производственный центр №4, 2, 0
